title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Meitantei Conan Movie 18: Ijigen no Sniper,https://cdn.myanimelist.net/images/anime/11/60289.jpg,Movie,1,Finished Airing,,,,"Action, Mystery",Detective,TMS Entertainment,add some,Shounen,PG-13 - Teens 13 or older,8.05,626.0,3549.0,48178.0,46.0
Yama no Susume Second Season,,,,,,,,,,,,,,7.56,,,,
Ikkyuu-san to Yancha Hime,https://cdn.myanimelist.net/images/anime/4/56635.jpg,Movie,1.0,Finished Airing,,,,Comedy,Historical,Toei Animation,add some,Kids,G - All Ages,6.19,9155.0,17513.0,535.0,0.0
Stand By Me Doraemon,https://cdn.myanimelist.net/images/anime/9/65571.jpg,Movie,1,Finished Airing,,,,"Comedy, Sci-Fi",,"Shirogumi, Shin-Ei Animation","TOHO, Robot Communications",,PG - Children,8.12,519.0,3092.0,61877.0,231.0
Persona 3 the Movie 2: Midsummer Knight's Dream,https://cdn.myanimelist.net/images/anime/11/61681.jpg,Movie,1,Finished Airing,,,,"Action, Supernatural",Super Power,A-1 Pictures,"Aniplex, Yomiko Advertising, Movic, Atlus, Hakuhodo DY Media Partners",,R - 17+ (violence & profanity),7.61,1644.0,2396.0,94764.0,232.0
Ikkyuu-san: Haru Da! Yancha Hime,https://cdn.myanimelist.net/images/anime/8/56673.jpg,Movie,1.0,Finished Airing,,,,Comedy,Historical,Toei Animation,add some,Kids,G - All Ages,6.13,9523.0,17845.0,504.0,0.0
Metal Fight Beyblade Zero G Specials,https://cdn.myanimelist.net/images/anime/7/56677.jpg,Special,7,Finished Airing,,,,"Adventure, Sports",,SynergySP,"TV Tokyo, d-rights",Kids,PG - Children,6.06,9934.0,9671.0,4435.0,0.0
Shin Dokonjou Gaeru: Dokonjou Yumemakura,https://cdn.myanimelist.net/images/anime/1585/107749.jpg,Movie,1.0,Finished Airing,,,,"Comedy, Slice of Life",,Tokyo Movie Shinsha,add some,Shounen,G - All Ages,5.59,12276.0,17206.0,568.0,0.0
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,https://cdn.myanimelist.net/images/anime/1413/148577.jpg,Movie,1.0,Finished Airing,,,,"Comedy, Slice of Life",Martial Arts,Shin-Ei Animation,add some,,G - All Ages,6.12,9604.0,15030.0,955.0,0.0
Sengoku Musou SP: Sanada no Shou,https://cdn.myanimelist.net/images/anime/7/56703.jpg,TV Special,1,Finished Airing,,,,Action,"Historical, Samurai",TYO Animations,add some,,PG-13 - Teens 13 or older,6.56,6920.0,8519.0,6237.0,10.0
Trip Trek (2010),https://cdn.myanimelist.net/images/anime/8/56721.jpg,ONA,8,Finished Airing,,,,"Adventure, Comedy, Fantasy",,Manglobe,add some,,G - All Ages,,15788.0,19368.0,385.0,0.0
Imako System,https://cdn.myanimelist.net/images/anime/13/61277.jpg,OVA,2,Finished Airing,,,,Hentai,,Studio 9 Maiami,"Queen Bee, Mediabank",,Rx - Hentai,6.05,,8485.0,6307.0,19.0
Soratobu Usagi no Yuukai Boushi: Boku Iya da yo!,,,,,,,,,,,,,,,,,,
Futa-bu!,https://cdn.myanimelist.net/images/anime/1943/103851.jpg,OVA,2,Finished Airing,,,,"Girls Love, Hentai",School,Studio 9 Maiami,"D3, White Bear, Mediabank",,Rx - Hentai,7.15,,4428.0,31138.0,472.0
Geba Geba Shou Time!,https://cdn.myanimelist.net/images/anime/11/56755.jpg,OVA,1.0,Finished Airing,,,,Comedy,,add some,Studio Lotus,,R+ - Mild Nudity,5.51,12545.0,17757.0,511.0,1.0
Hentai Ouji to Warawanai Neko.: Henneko BBS,https://cdn.myanimelist.net/images/anime/11/56869.jpg,Special,13,Finished Airing,,,,Comedy,,J.C.Staff,Media Factory,,PG-13 - Teens 13 or older,6.68,6229.0,4190.0,35175.0,31.0
Choubakumatsu Shounen Seiki Takamaru,https://cdn.myanimelist.net/images/anime/12/56779.jpg,OVA,2,Finished Airing,,,,"Action, Comedy, Fantasy",,J.C.Staff,add some,,PG-13 - Teens 13 or older,5.8,11358.0,17082.0,581.0,0.0
Shin Choubakumatsu Shounen Seiki Takamaru,https://cdn.myanimelist.net/images/anime/11/56783.jpg,OVA,6,Finished Airing,,,,"Action, Comedy, Fantasy",,J.C.Staff,add some,,PG-13 - Teens 13 or older,,15006.0,18182.0,475.0,0.0
Kaitei Toshi no Dekiru made,https://cdn.myanimelist.net/images/anime/3/56793.jpg,Special,1.0,Finished Airing,,,,Sci-Fi,,add some,"Mushi Production, Nippon Television Network",,G - All Ages,,17612.0,18337.0,462.0,0.0
Omoide no Marnie,https://cdn.myanimelist.net/images/anime/7/64293.jpg,Movie,1,Finished Airing,,,,"Drama, Mystery, Suspense",Psychological,Studio Ghibli,"Dentsu, TOHO, Disney Platform Distribution, Nippon Television Network",,G - All Ages,8.04,649.0,823.0,326866.0,2855.0
Pokemon Movie 17: Hakai no Mayu to Diancie,https://cdn.myanimelist.net/images/anime/13/59743.jpg,Movie,1,Finished Airing,,,,"Adventure, Fantasy",,OLM,add some,Kids,PG - Children,6.53,7156.0,3401.0,52059.0,10.0
"Pokemon: Pikachu, Kore Nan no Kagi?",https://cdn.myanimelist.net/images/anime/3/56863.jpg,Movie,1,Finished Airing,,,,"Adventure, Comedy, Fantasy",,OLM,add some,Kids,PG - Children,6.35,8239.0,8195.0,6852.0,1.0
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,https://cdn.myanimelist.net/images/anime/10/57657.jpg,Special,4,Finished Airing,,,,Sci-Fi,Mecha,Production I.G,Bandai Visual,,PG-13 - Teens 13 or older,6.21,9047.0,7974.0,7362.0,1.0
Mou Hitotsu no Mirai wo.,https://cdn.myanimelist.net/images/anime/10/56893.jpg,ONA,3,Finished Airing,,,,Sci-Fi,,"Production I.G, Steve N' Steven",add some,,PG-13 - Teens 13 or older,6.02,10188.0,6891.0,10547.0,3.0
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,https://cdn.myanimelist.net/images/anime/9/62897.jpg,TV Special,1,Finished Airing,,,,"Action, Fantasy",Strategy Game,add some,"TV Tokyo, Nihon Ad Systems",Shounen,PG-13 - Teens 13 or older,6.3,8565.0,9901.0,4128.0,2.0
Yabai! Fukushuu Yami Site,https://cdn.myanimelist.net/images/anime/1011/112972.jpg,OVA,2,Finished Airing,,,,Hentai,,Suzuki Mirano,add some,,Rx - Hentai,6.66,,6767.0,11010.0,61.0
GJ-bu@,https://cdn.myanimelist.net/images/anime/4/60319.jpg,TV Special,1,Finished Airing,,,,Comedy,School,Doga Kobo,add some,,PG-13 - Teens 13 or older,7.22,3377.0,4002.0,38683.0,27.0
Planet:Valkyrie,https://cdn.myanimelist.net/images/anime/13/57001.jpg,ONA,1,Finished Airing,,,,Action,Music,P.A. Works,"Lantis, Infinite",,PG-13 - Teens 13 or older,5.62,12163.0,12418.0,1978.0,1.0
Tamako Love Story,https://cdn.myanimelist.net/images/anime/1417/91333.jpg,Movie,1,Finished Airing,,,,"Award Winning, Romance",,Kyoto Animation,"Pony Canyon, TBS",,PG-13 - Teens 13 or older,7.91,838.0,619.0,418101.0,2340.0
Mitsuwano,https://cdn.myanimelist.net/images/anime/7/77096.jpg,OVA,1,Finished Airing,,,,Slice of Life,,Zexcs,"Starchild Records, Grooove",,PG-13 - Teens 13 or older,5.99,10314.0,9087.0,5299.0,1.0
IS: Infinite Stratos 2 - World Purge-hen,https://cdn.myanimelist.net/images/anime/9/67545.jpg,OVA,1,Finished Airing,,,,"Action, Comedy, Romance, Sci-Fi, Ecchi","Harem, School",8bit,Overlap,,R+ - Mild Nudity,6.84,5312.0,2553.0,85859.0,62.0
Kill la Kill Specials,https://cdn.myanimelist.net/images/anime/1964/122317.jpg,Special,2,Finished Airing,,,,"Action, Comedy, Fantasy, Ecchi","School, Urban Fantasy",Trigger,"Aniplex, Kadokawa Shoten",,R - 17+ (violence & profanity),7.67,1444.0,1289.0,209333.0,308.0
Non Non Biyori: Okinawa e Ikukoto ni Natta,https://cdn.myanimelist.net/images/anime/7/63773.jpg,OVA,1,Finished Airing,,,,Slice of Life,"CGDCT, Iyashikei, School",SILVER LINK.,Media Factory,Seinen,PG-13 - Teens 13 or older,7.65,1503.0,2898.0,69630.0,52.0
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",https://cdn.myanimelist.net/images/anime/13/64061.jpg,OVA,1,Finished Airing,,,,"Comedy, Romance, Supernatural, Ecchi",,Project No.9,add some,Shounen,PG-13 - Teens 13 or older,6.37,8100.0,4449.0,30885.0,8.0
Pokemon XY SP: Road to Kalos,https://cdn.myanimelist.net/images/anime/6/57125.jpg,TV Special,1,Finished Airing,,,,"Action, Adventure, Comedy, Fantasy",,OLM,TV Tokyo,Kids,PG - Children,6.49,7365.0,7165.0,9644.0,5.0
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,https://cdn.myanimelist.net/images/anime/1256/92959.jpg,TV Special,1,Finished Airing,,,,Mystery,,Toei Animation,add some,Shounen,R - 17+ (violence & profanity),6.72,5971.0,12559.0,1885.0,1.0
Pokemon XY: New Year Special,https://cdn.myanimelist.net/images/anime/13/57141.jpg,TV Special,1,Finished Airing,,,,"Action, Adventure, Comedy, Fantasy",,OLM,TV Tokyo,Kids,PG - Children,6.32,8446.0,8542.0,6192.0,0.0
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,,,,,,,,,,,,,,6.69,,,,
Usagi no Mofy,https://cdn.myanimelist.net/images/anime/10/57215.jpg,ONA,13.0,Finished Airing,,,,,,Kachidoki Studio,add some,Kids,G - All Ages,5.87,10944.0,16828.0,613.0,0.0
"Tamayura: More Aggressive - Ichinichi dake no Shuugakuryokou, nanode",https://cdn.myanimelist.net/images/anime/9/63207.jpg,Special,1,Finished Airing,,,,Slice of Life,"CGDCT, Iyashikei",TYO Animations,add some,,G - All Ages,7.43,2302.0,8461.0,6355.0,2.0
Kimama ni Idol,https://cdn.myanimelist.net/images/anime/11/57299.jpg,OVA,1,Finished Airing,,,,,"Idols (Female), Music",Toei Animation,add some,,R+ - Mild Nudity,5.29,13198.0,13981.0,1251.0,0.0
Okusama wa Moto Yariman,https://cdn.myanimelist.net/images/anime/1804/119699.jpg,OVA,2,Finished Airing,,,,Hentai,,Circle Tribute,add some,,Rx - Hentai,7.04,,5898.0,15507.0,150.0
Shin Tennis no Oujisama vs. Genius 10,https://cdn.myanimelist.net/images/anime/12/65403.jpg,OVA,10,Finished Airing,,,,Sports,,"Production I.G, M.S.C","TV Tokyo, Bandai Visual, Nihon Ad Systems, Marvelous AQL, Shueisha",Shounen,PG-13 - Teens 13 or older,7.58,1714.0,5254.0,21035.0,54.0
Ari to Hato,https://cdn.myanimelist.net/img/common/external_links/200.png,Movie,1.0,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,,19952.0,17507.0,534.0,0.0
Ari to Hato (1953),https://cdn.myanimelist.net/img/common/external_links/200.png,Movie,1.0,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,,19953.0,18393.0,458.0,0.0
Ari to Hato (1959),https://cdn.myanimelist.net/images/anime/7/77372.jpg,Movie,1.0,Finished Airing,,,,,,Gakken Eigakyoku,Gakken,Kids,G - All Ages,5.09,13621.0,16425.0,669.0,0.0
Romantica Clock,https://cdn.myanimelist.net/images/anime/8/58769.jpg,Special,3,Finished Airing,,,,,,add some,TV Tokyo,Shoujo,G - All Ages,5.68,11895.0,6160.0,13806.0,11.0
Sugar*Soldier,https://cdn.myanimelist.net/images/anime/9/57959.jpg,Special,3,Finished Airing,,,,"Comedy, Romance",,add some,TV Tokyo,Shoujo,G - All Ages,5.79,11404.0,6572.0,11820.0,10.0
Tsubasa to Hotaru,https://cdn.myanimelist.net/images/anime/11/59507.jpg,Special,1,Finished Airing,,,,Romance,School,J.C.Staff,Shueisha,Shoujo,G - All Ages,6.78,5656.0,5712.0,16919.0,20.0
Chuunibyou demo Koi ga Shitai! Ren Lite,https://cdn.myanimelist.net/images/anime/7/57457.jpg,ONA,6,Finished Airing,,,,Comedy,School,Kyoto Animation,add some,,PG-13 - Teens 13 or older,7.18,3627.0,2415.0,93523.0,69.0
Fella Pure: Mitarashi-san Chi no Jijou The Animation,https://cdn.myanimelist.net/images/anime/2/74935.jpg,OVA,1,Finished Airing,,,,Hentai,,Office TakeOut,Pink Pineapple,,Rx - Hentai,7.39,,4290.0,33660.0,438.0
Love Live! School Idol Project Recap,https://cdn.myanimelist.net/images/anime/4/57505.jpg,Special,1,Finished Airing,,,,Slice of Life,"Idols (Female), Music, School",Sunrise,Lantis,,PG-13 - Teens 13 or older,6.94,4782.0,7048.0,10030.0,13.0
Hanamonogatari,https://cdn.myanimelist.net/images/anime/13/65755.jpg,TV Special,5,Finished Airing,,,,"Comedy, Mystery, Supernatural",,Shaft,"Aniplex, Kodansha",,R - 17+ (violence & profanity),7.91,848.0,567.0,448268.0,1104.0
Airy Me,https://cdn.myanimelist.net/images/anime/7/78635.jpg,Movie,1,Finished Airing,,,,"Avant Garde, Award Winning, Drama, Horror",Music,add some,Tamabi,,PG-13 - Teens 13 or older,6.34,8286.0,8877.0,5665.0,17.0
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,https://cdn.myanimelist.net/images/anime/1533/133822.jpg,TV Special,1,Finished Airing,,,,"Adventure, Comedy, Mystery",Detective,TMS Entertainment,add some,Shounen,PG-13 - Teens 13 or older,7.76,1187.0,6025.0,14576.0,8.0
Tarepanda,https://cdn.myanimelist.net/images/anime/2/57547.jpg,OVA,1,Finished Airing,,,,Award Winning,Music,add some,Bandai Visual,,G - All Ages,5.62,12173.0,17700.0,517.0,0.0
Chou Akuukan Bouheki Cheese Napolitan,https://cdn.myanimelist.net/images/anime/5/58105.jpg,ONA,1,Finished Airing,,,,,Music,add some,Khara,,PG-13 - Teens 13 or older,5.27,13257.0,13116.0,1584.0,0.0
Sword Art Online: Sword Art Offline - Extra Edition,https://cdn.myanimelist.net/images/anime/1944/122685.jpg,Special,1,Finished Airing,,,,Comedy,,I was a Ballerina,add some,,PG-13 - Teens 13 or older,6.59,6743.0,2918.0,68993.0,84.0
Gintama: Yorinuki Gintama-san on Theater 2D,https://cdn.myanimelist.net/images/anime/1172/90571.jpg,Movie,2.0,Finished Airing,,,,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Sunrise,add some,Shounen,PG-13 - Teens 13 or older,8.42,195.0,3553.0,48098.0,44.0
Kanbee-kun ga Yuku,https://cdn.myanimelist.net/images/anime/8/57663.jpg,TV Special,3,Finished Airing,,,,Comedy,Historical,add some,NHK,Kids,PG - Children,,17695.0,20780.0,297.0,0.0
Chichiiro Toiki,https://cdn.myanimelist.net/images/anime/1503/115148.jpg,OVA,2,Finished Airing,,,,Hentai,,Rabbit Gate,Mary Jane,,Rx - Hentai,7.07,,5732.0,16758.0,99.0
Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,https://cdn.myanimelist.net/images/anime/8/57671.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15259.0,18269.0,467.0,0.0
Sore Ike! Anpanman: Anpanman to Okashina Nakama,https://cdn.myanimelist.net/images/anime/7/57673.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.92,10699.0,18218.0,472.0,0.0
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,https://cdn.myanimelist.net/images/anime/1141/138951.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.79,11401.0,16692.0,629.0,0.0
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,https://cdn.myanimelist.net/images/anime/7/57679.jpg,TV Special,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15254.0,18432.0,457.0,0.0
Sore Ike! Anpanman: Baikinman to 3-bai Punch,https://cdn.myanimelist.net/images/anime/5/57681.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,6.1,9701.0,18160.0,477.0,0.0
Sore Ike! Anpanman: Baikinman vs. Baikinman!?,https://cdn.myanimelist.net/images/anime/2/57699.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15265.0,18261.0,468.0,0.0
Sore Ike! Anpanman: Gomira no Hoshi,,,,,,,,,,,,,,5.97,,,,
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Babu Babu Baikinman,https://cdn.myanimelist.net/images/anime/1907/139297.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15281.0,18398.0,459.0,0.0
Sore Ike! Anpanman: Horrorman to Hora Horako,https://cdn.myanimelist.net/images/anime/9/57705.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15282.0,18364.0,460.0,0.0
Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,https://cdn.myanimelist.net/images/anime/10/57707.jpg,TV Special,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15292.0,19023.0,413.0,0.0
Sore Ike! Anpanman: Kokin-chan to Aoi Namida,https://cdn.myanimelist.net/images/anime/7/57709.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15290.0,18496.0,451.0,0.0
Sore Ike! Anpanman: Kuroyuki-hime to Mote Mote Baikinman,https://cdn.myanimelist.net/images/anime/11/57711.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,6.23,8925.0,18275.0,468.0,0.0
Sore Ike! Anpanman: Minna Atsumare! Anpanman World,https://cdn.myanimelist.net/images/anime/8/57713.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.87,10941.0,17848.0,504.0,0.0
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,https://cdn.myanimelist.net/images/anime/4/57715.jpg,Movie,1.0,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15311.0,18151.0,479.0,0.0
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,https://cdn.myanimelist.net/images/anime/2/57717.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.93,10616.0,17218.0,566.0,0.0
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,https://cdn.myanimelist.net/images/anime/7/57719.jpg,Movie,1.0,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,6.24,8911.0,16305.0,688.0,1.0
Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,https://cdn.myanimelist.net/images/anime/2/57721.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,6.22,8995.0,17712.0,515.0,0.0
Sore Ike! Anpanman: Anpanman to Oyakusoku,https://cdn.myanimelist.net/images/anime/12/57687.jpg,OVA,2,Finished Airing,,,,"Comedy, Fantasy",,TMS Entertainment,Tokyo Movie Shinsha,Kids,PG - Children,,15261.0,18479.0,452.0,0.0
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,https://cdn.myanimelist.net/images/anime/4/57691.jpg,OVA,2,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15298.0,18554.0,447.0,0.0
Samurai Gun Special,https://cdn.myanimelist.net/images/anime/12/57815.jpg,Special,1,Finished Airing,,,,Action,"Historical, Samurai",Studio Egg,"Avex Entertainment, TV Asahi",Seinen,R - 17+ (violence & profanity),5.69,11832.0,14342.0,1141.0,0.0
Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,https://cdn.myanimelist.net/images/anime/10/57819.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15293.0,16649.0,636.0,1.0
Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,https://cdn.myanimelist.net/images/anime/9/57821.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy, Sci-Fi",,add some,Tokyo Movie Shinsha,Kids,PG - Children,,15274.0,18876.0,424.0,0.0
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,https://cdn.myanimelist.net/images/anime/10/83079.jpg,OVA,1,Finished Airing,,,,Hentai,,Peak Hunt,Pashmina,,Rx - Hentai,6.72,,6947.0,10404.0,32.0
Gakkou no Kaidan (OVA),https://cdn.myanimelist.net/images/anime/8/65195.jpg,OVA,10,Finished Airing,,,,"Comedy, Horror, Mystery, Supernatural",,"Trinet Entertainment, WAO World, Studio Ranmaru",add some,,PG-13 - Teens 13 or older,6.37,8134.0,12708.0,1793.0,4.0
Gakkou no Kaidan Recaps,https://cdn.myanimelist.net/images/anime/12/78468.jpg,TV Special,2,Finished Airing,,,,"Horror, Mystery, Supernatural",,Studio Pierrot,add some,,PG-13 - Teens 13 or older,6.18,9219.0,11331.0,2696.0,0.0
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",https://cdn.myanimelist.net/images/anime/5/64903.jpg,OVA,1,Finished Airing,,,,"Comedy, Romance, Supernatural",Mythology,Production IMS,"DAX Production, flying DOG",Seinen,PG-13 - Teens 13 or older,6.86,5213.0,4688.0,27614.0,10.0
Swing Out Sisters (2014),https://cdn.myanimelist.net/images/anime/1132/91740.jpg,OVA,1,Finished Airing,,,,Hentai,,Tryforce,BreakBottle,,Rx - Hentai,7.48,,5038.0,23302.0,235.0
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,https://cdn.myanimelist.net/images/anime/10/76811.jpg,Special,1,Finished Airing,,,,"Comedy, Romance",,Doga Kobo,"DAX Production, TOHO animation",,PG-13 - Teens 13 or older,7.04,4372.0,3596.0,47250.0,13.0
Cosplay Rakuen,https://cdn.myanimelist.net/images/anime/1557/116178.jpg,OVA,1,Finished Airing,,,,Hentai,,Jumondou,Toranoana,,Rx - Hentai,6.05,,9090.0,5291.0,6.0
Magi: Sinbad no Bouken,https://cdn.myanimelist.net/images/anime/13/60471.jpg,OVA,5,Finished Airing,,,,"Action, Adventure, Fantasy",,Lay-duce,"Aniplex, Shogakukan",Shounen,PG-13 - Teens 13 or older,7.79,1126.0,1769.0,144774.0,278.0
Kattobase! Dreamers: Carp Tanjou Monogatari,https://cdn.myanimelist.net/images/anime/1567/145981.jpg,Movie,1,Finished Airing,,,,Sports,Team Sports,Madhouse,Arts Pro,,,,17735.0,17715.0,515.0,0.0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,https://cdn.myanimelist.net/images/anime/11/58009.jpg,ONA,4,Finished Airing,,,,"Comedy, Fantasy",School,Sunrise,Studio Moriken,,PG-13 - Teens 13 or older,6.11,9660.0,9884.0,4141.0,4.0
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,https://cdn.myanimelist.net/images/anime/1685/112971.jpg,OVA,1,Finished Airing,,,,"Action, Supernatural",,J.C.Staff,"Lantis, I Will",Seinen,PG-13 - Teens 13 or older,6.77,5669.0,4071.0,37314.0,19.0
PeroPero☆Teacher,https://cdn.myanimelist.net/images/anime/9/63537.jpg,OVA,3,Finished Airing,,,,Hentai,,add some,Cosmos,,Rx - Hentai,6.32,,7317.0,9132.0,32.0
Kuroko no Basket: Mou Ikkai Yarimasen ka,https://cdn.myanimelist.net/images/anime/12/68055.jpg,Special,1,Finished Airing,,,,"Comedy, Sports","School, Team Sports",Production I.G,add some,Shounen,PG-13 - Teens 13 or older,7.58,1736.0,3426.0,51354.0,29.0
Train Heroes Movie,https://cdn.myanimelist.net/images/anime/6/58037.jpg,Movie,1,Finished Airing,,,,,,add some,TV Tokyo,Kids,G - All Ages,,15785.0,20701.0,300.0,0.0
Toukiden,https://cdn.myanimelist.net/images/anime/11/58067.jpg,ONA,1,Finished Airing,,,,"Action, Fantasy",Mythology,Studio 4°C,add some,,PG-13 - Teens 13 or older,5.7,11820.0,13748.0,1328.0,0.0
Chirico,https://cdn.myanimelist.net/images/anime/6/75035.jpg,Movie,1,Finished Airing,,,,Avant Garde,,add some,add some,,PG-13 - Teens 13 or older,4.57,14163.0,15132.0,929.0,1.0
"Futsuu no Joshikousei ga ""Locodol"" Yattemita.",,,,,,,,,,,,,,6.88,,,,
Yuuto-kun ga Iku Movie,https://cdn.myanimelist.net/images/anime/4/59177.jpg,Movie,1,Finished Airing,,,,Sports,Team Sports,Shirogumi,add some,Kids,PG - Children,,17011.0,20286.0,324.0,0.0
Tenshi no Shippo Chu!: Tenshi no Utagoe,https://cdn.myanimelist.net/images/anime/2/58309.jpg,OVA,1.0,Finished Airing,,,,"Fantasy, Romance",,Tokyo Kids,Bandai Visual,,PG-13 - Teens 13 or older,5.99,10289.0,14995.0,961.0,0.0
